Species	TE_class	TE_order	TE_superfamily	TE_clade	TE_lineage	Structural_category	Count
R_alba	Class_I	LTR	Copia	NA	Ale	TR-GAG-like	92
R_alba	Class_I	LTR	Copia	NA	Ale	complete	57
R_alba	Class_I	LTR	Copia	NA	Ale	degenerate	43
R_alba	Class_I	LTR	Copia	NA	Ale	isolated_fragment	62
R_alba	Class_I	LTR	Copia	NA	Alesia	TR-GAG-like	19
R_alba	Class_I	LTR	Copia	NA	Alesia	complete	12
R_alba	Class_I	LTR	Copia	NA	Alesia	degenerate	6
R_alba	Class_I	LTR	Copia	NA	Alesia	isolated_fragment	1
R_alba	Class_I	LTR	Copia	NA	Angela	TR-GAG-like	5
R_alba	Class_I	LTR	Copia	NA	Angela	complete	3
R_alba	Class_I	LTR	Copia	NA	Angela	degenerate	15
R_alba	Class_I	LTR	Copia	NA	Angela	isolated_fragment	28
R_alba	Class_I	LTR	Copia	NA	Bianca	TR-GAG-like	1
R_alba	Class_I	LTR	Copia	NA	Bianca	complete	4
R_alba	Class_I	LTR	Copia	NA	Bianca	degenerate	5
R_alba	Class_I	LTR	Copia	NA	Ikeros	TR-GAG-like	7
R_alba	Class_I	LTR	Copia	NA	Ikeros	complete	25
R_alba	Class_I	LTR	Copia	NA	Ikeros	degenerate	19
R_alba	Class_I	LTR	Copia	NA	Ikeros	isolated_fragment	11
R_alba	Class_I	LTR	Copia	NA	Ivana	TR-GAG-like	2
R_alba	Class_I	LTR	Copia	NA	Ivana	complete	28
R_alba	Class_I	LTR	Copia	NA	Ivana	degenerate	11
R_alba	Class_I	LTR	Copia	NA	Ivana	isolated_fragment	5
R_alba	Class_I	LTR	Copia	NA	SIRE	degenerate	31
R_alba	Class_I	LTR	Copia	NA	SIRE	isolated_fragment	9
R_alba	Class_I	LTR	Copia	NA	Tork	complete	1
R_alba	Class_I	LTR	Copia	NA	Tork	degenerate	2
R_alba	Class_I	LTR	Gypsy	chromovirus	CRM	TR-GAG-like	1
R_alba	Class_I	LTR	Gypsy	chromovirus	CRM	complete	3
R_alba	Class_I	LTR	Gypsy	chromovirus	CRM	degenerate	3
R_alba	Class_I	LTR	Gypsy	chromovirus	CRM	isolated_fragment	2
R_alba	Class_I	LTR	Gypsy	chromovirus	Galadriel	complete	3
R_alba	Class_I	LTR	Gypsy	chromovirus	Galadriel	degenerate	2
R_alba	Class_I	LTR	Gypsy	chromovirus	Reina	TR-GAG-like	4
R_alba	Class_I	LTR	Gypsy	chromovirus	Reina	degenerate	1
R_alba	Class_I	LTR	Gypsy	chromovirus	Reina	isolated_fragment	11
R_alba	Class_I	LTR	Gypsy	chromovirus	Tekay	TR-GAG-like	4
R_alba	Class_I	LTR	Gypsy	chromovirus	Tekay	degenerate	3
R_alba	Class_I	LTR	Gypsy	chromovirus	Tekay	isolated_fragment	15
R_alba	Class_I	LTR	Gypsy	non/chromovirus|OTA	Athila	TR-GAG-like	1
R_alba	Class_I	LTR	Gypsy	non/chromovirus|OTA	Athila	degenerate	4
R_alba	Class_I	LTR	Gypsy	non/chromovirus|OTA	Athila	isolated_fragment	13
R_alba	Class_I	LTR	Gypsy	non/chromovirus|OTA|Tat	Ogre	TR-GAG-like	51
R_alba	Class_I	LTR	Gypsy	non/chromovirus|OTA|Tat	Ogre	isolated_fragment	29
R_barbata	Class_I	LTR	Copia	NA	Ale	TR-GAG-like	400
R_barbata	Class_I	LTR	Copia	NA	Ale	complete	159
R_barbata	Class_I	LTR	Copia	NA	Ale	degenerate	300
R_barbata	Class_I	LTR	Copia	NA	Ale	isolated_fragment	189
R_barbata	Class_I	LTR	Copia	NA	Alesia	TR-GAG-like	70
R_barbata	Class_I	LTR	Copia	NA	Alesia	complete	7
R_barbata	Class_I	LTR	Copia	NA	Alesia	degenerate	6
R_barbata	Class_I	LTR	Copia	NA	Alesia	isolated_fragment	3
R_barbata	Class_I	LTR	Copia	NA	Angela	TR-GAG-like	81
R_barbata	Class_I	LTR	Copia	NA	Angela	complete	22
R_barbata	Class_I	LTR	Copia	NA	Angela	degenerate	402
R_barbata	Class_I	LTR	Copia	NA	Angela	isolated_fragment	322
R_barbata	Class_I	LTR	Copia	NA	Bianca	TR-GAG-like	8
R_barbata	Class_I	LTR	Copia	NA	Bianca	complete	13
R_barbata	Class_I	LTR	Copia	NA	Bianca	degenerate	11
R_barbata	Class_I	LTR	Copia	NA	Bianca	isolated_fragment	8
R_barbata	Class_I	LTR	Copia	NA	Ikeros	TR-GAG-like	172
R_barbata	Class_I	LTR	Copia	NA	Ikeros	complete	165
R_barbata	Class_I	LTR	Copia	NA	Ikeros	degenerate	363
R_barbata	Class_I	LTR	Copia	NA	Ikeros	isolated_fragment	322
R_barbata	Class_I	LTR	Copia	NA	Ivana	TR-GAG-like	137
R_barbata	Class_I	LTR	Copia	NA	Ivana	complete	200
R_barbata	Class_I	LTR	Copia	NA	Ivana	degenerate	161
R_barbata	Class_I	LTR	Copia	NA	Ivana	isolated_fragment	155
R_barbata	Class_I	LTR	Copia	NA	SIRE	TR-GAG-like	2
R_barbata	Class_I	LTR	Copia	NA	SIRE	degenerate	268
R_barbata	Class_I	LTR	Copia	NA	SIRE	isolated_fragment	77
R_barbata	Class_I	LTR	Copia	NA	Tork	TR-GAG-like	67
R_barbata	Class_I	LTR	Copia	NA	Tork	complete	140
R_barbata	Class_I	LTR	Copia	NA	Tork	degenerate	175
R_barbata	Class_I	LTR	Copia	NA	Tork	isolated_fragment	97
R_barbata	Class_I	LTR	Gypsy	chromovirus	CRM	TR-GAG-like	73
R_barbata	Class_I	LTR	Gypsy	chromovirus	CRM	complete	183
R_barbata	Class_I	LTR	Gypsy	chromovirus	CRM	degenerate	131
R_barbata	Class_I	LTR	Gypsy	chromovirus	CRM	isolated_fragment	86
R_barbata	Class_I	LTR	Gypsy	chromovirus	Reina	TR-GAG-like	101
R_barbata	Class_I	LTR	Gypsy	chromovirus	Reina	complete	13
R_barbata	Class_I	LTR	Gypsy	chromovirus	Reina	degenerate	3
R_barbata	Class_I	LTR	Gypsy	chromovirus	Reina	isolated_fragment	133
R_barbata	Class_I	LTR	Gypsy	chromovirus	Tekay	TR-GAG-like	271
R_barbata	Class_I	LTR	Gypsy	chromovirus	Tekay	complete	81
R_barbata	Class_I	LTR	Gypsy	chromovirus	Tekay	degenerate	615
R_barbata	Class_I	LTR	Gypsy	chromovirus	Tekay	isolated_fragment	1223
R_barbata	Class_I	LTR	Gypsy	non-chromovirus|OTA	Athila	TR-GAG-like	520
R_barbata	Class_I	LTR	Gypsy	non-chromovirus|OTA	Athila	complete	3
R_barbata	Class_I	LTR	Gypsy	non-chromovirus|OTA	Athila	degenerate	112
R_barbata	Class_I	LTR	Gypsy	non-chromovirus|OTA	Athila	isolated_fragment	500
R_barbata	Class_I	LTR	Gypsy	non-chromovirus|OTA|Tat	Ogre	TR-GAG-like	576
R_barbata	Class_I	LTR	Gypsy	non-chromovirus|OTA|Tat	Ogre	isolated_fragment	497
R_barbata	Class_I	LTR	Gypsy	non-chromovirus|OTA|Tat	Retand	TR-GAG-like	519
R_barbata	Class_I	LTR	Gypsy	non-chromovirus|OTA|Tat	Retand	degenerate	2
R_barbata	Class_I	LTR	Gypsy	non-chromovirus|OTA|Tat	Retand	isolated_fragment	99
R_breviuscula	Class_I	LTR	Copia	NA	Ale	TR-GAG-like	98
R_breviuscula	Class_I	LTR	Copia	NA	Ale	complete	244
R_breviuscula	Class_I	LTR	Copia	NA	Ale	degenerate	301
R_breviuscula	Class_I	LTR	Copia	NA	Ale	isolated_fragment	193
R_breviuscula	Class_I	LTR	Copia	NA	Alesia	TR-GAG-like	14
R_breviuscula	Class_I	LTR	Copia	NA	Alesia	complete	18
R_breviuscula	Class_I	LTR	Copia	NA	Alesia	degenerate	9
R_breviuscula	Class_I	LTR	Copia	NA	Alesia	isolated_fragment	3
R_breviuscula	Class_I	LTR	Copia	NA	Angela	TR-GAG-like	40
R_breviuscula	Class_I	LTR	Copia	NA	Angela	complete	1
R_breviuscula	Class_I	LTR	Copia	NA	Angela	degenerate	100
R_breviuscula	Class_I	LTR	Copia	NA	Angela	isolated_fragment	191
R_breviuscula	Class_I	LTR	Copia	NA	Bianca	TR-GAG-like	3
R_breviuscula	Class_I	LTR	Copia	NA	Bianca	complete	11
R_breviuscula	Class_I	LTR	Copia	NA	Bianca	degenerate	163
R_breviuscula	Class_I	LTR	Copia	NA	Bianca	isolated_fragment	67
R_breviuscula	Class_I	LTR	Copia	NA	Ikeros	TR-GAG-like	55
R_breviuscula	Class_I	LTR	Copia	NA	Ikeros	complete	197
R_breviuscula	Class_I	LTR	Copia	NA	Ikeros	degenerate	117
R_breviuscula	Class_I	LTR	Copia	NA	Ikeros	isolated_fragment	131
R_breviuscula	Class_I	LTR	Copia	NA	Ivana	TR-GAG-like	52
R_breviuscula	Class_I	LTR	Copia	NA	Ivana	complete	30
R_breviuscula	Class_I	LTR	Copia	NA	Ivana	degenerate	33
R_breviuscula	Class_I	LTR	Copia	NA	Ivana	isolated_fragment	30
R_breviuscula	Class_I	LTR	Copia	NA	SIRE	TR-GAG-like	1
R_breviuscula	Class_I	LTR	Copia	NA	SIRE	degenerate	206
R_breviuscula	Class_I	LTR	Copia	NA	SIRE	isolated_fragment	28
R_breviuscula	Class_I	LTR	Copia	NA	TAR	TR-GAG-like	2
R_breviuscula	Class_I	LTR	Copia	NA	TAR	degenerate	3
R_breviuscula	Class_I	LTR	Copia	NA	TAR	isolated_fragment	1
R_breviuscula	Class_I	LTR	Copia	NA	Tork	TR-GAG-like	14
R_breviuscula	Class_I	LTR	Copia	NA	Tork	complete	14
R_breviuscula	Class_I	LTR	Copia	NA	Tork	degenerate	33
R_breviuscula	Class_I	LTR	Copia	NA	Tork	isolated_fragment	9
R_breviuscula	Class_I	LTR	Gypsy	chromovirus	CRM	TR-GAG-like	4
R_breviuscula	Class_I	LTR	Gypsy	chromovirus	CRM	complete	42
R_breviuscula	Class_I	LTR	Gypsy	chromovirus	CRM	degenerate	21
R_breviuscula	Class_I	LTR	Gypsy	chromovirus	CRM	isolated_fragment	15
R_breviuscula	Class_I	LTR	Gypsy	chromovirus	Reina	TR-GAG-like	18
R_breviuscula	Class_I	LTR	Gypsy	chromovirus	Reina	complete	3
R_breviuscula	Class_I	LTR	Gypsy	chromovirus	Reina	degenerate	2
R_breviuscula	Class_I	LTR	Gypsy	chromovirus	Reina	isolated_fragment	18
R_breviuscula	Class_I	LTR	Gypsy	chromovirus	Tekay	TR-GAG-like	18
R_breviuscula	Class_I	LTR	Gypsy	chromovirus	Tekay	complete	3
R_breviuscula	Class_I	LTR	Gypsy	chromovirus	Tekay	degenerate	34
R_breviuscula	Class_I	LTR	Gypsy	chromovirus	Tekay	isolated_fragment	72
R_breviuscula	Class_I	LTR	Gypsy	non-chromovirus|OTA	Athila	TR-GAG-like	162
R_breviuscula	Class_I	LTR	Gypsy	non-chromovirus|OTA	Athila	complete	6
R_breviuscula	Class_I	LTR	Gypsy	non-chromovirus|OTA	Athila	degenerate	476
R_breviuscula	Class_I	LTR	Gypsy	non-chromovirus|OTA	Athila	isolated_fragment	113
R_breviuscula	Class_I	LTR	Gypsy	non-chromovirus|OTA|Tat	Ogre	TR-GAG-like	149
R_breviuscula	Class_I	LTR	Gypsy	non-chromovirus|OTA|Tat	Ogre	degenerate	17
R_breviuscula	Class_I	LTR	Gypsy	non-chromovirus|OTA|Tat	Ogre	isolated_fragment	97
R_breviuscula	Class_I	LTR	Gypsy	non-chromovirus|OTA|Tat	Retand	TR-GAG-like	36
R_breviuscula	Class_I	LTR	Gypsy	non-chromovirus|OTA|Tat	Retand	degenerate	3
R_breviuscula	Class_I	LTR	Gypsy	non-chromovirus|OTA|Tat	Retand	isolated_fragment	31
R_cephalotes	Class_I	LTR	Copia	NA	Ale	TR-GAG-like	53
R_cephalotes	Class_I	LTR	Copia	NA	Ale	complete	114
R_cephalotes	Class_I	LTR	Copia	NA	Ale	degenerate	119
R_cephalotes	Class_I	LTR	Copia	NA	Ale	isolated_fragment	123
R_cephalotes	Class_I	LTR	Copia	NA	Angela	TR-GAG-like	4
R_cephalotes	Class_I	LTR	Copia	NA	Angela	complete	19
R_cephalotes	Class_I	LTR	Copia	NA	Angela	degenerate	16
R_cephalotes	Class_I	LTR	Copia	NA	Angela	isolated_fragment	15
R_cephalotes	Class_I	LTR	Copia	NA	Bianca	TR-GAG-like	1
R_cephalotes	Class_I	LTR	Copia	NA	Bianca	complete	12
R_cephalotes	Class_I	LTR	Copia	NA	Bianca	degenerate	8
R_cephalotes	Class_I	LTR	Copia	NA	Bianca	isolated_fragment	4
R_cephalotes	Class_I	LTR	Copia	NA	Ikeros	TR-GAG-like	47
R_cephalotes	Class_I	LTR	Copia	NA	Ikeros	complete	36
R_cephalotes	Class_I	LTR	Copia	NA	Ikeros	degenerate	25
R_cephalotes	Class_I	LTR	Copia	NA	Ikeros	isolated_fragment	54
R_cephalotes	Class_I	LTR	Copia	NA	Ivana	TR-GAG-like	32
R_cephalotes	Class_I	LTR	Copia	NA	Ivana	complete	31
R_cephalotes	Class_I	LTR	Copia	NA	Ivana	degenerate	11
R_cephalotes	Class_I	LTR	Copia	NA	Ivana	isolated_fragment	16
R_cephalotes	Class_I	LTR	Copia	NA	Tork	TR-GAG-like	15
R_cephalotes	Class_I	LTR	Copia	NA	Tork	complete	16
R_cephalotes	Class_I	LTR	Copia	NA	Tork	degenerate	25
R_cephalotes	Class_I	LTR	Copia	NA	Tork	isolated_fragment	3
R_cephalotes	Class_I	LTR	Gypsy	chromovirus	CRM	TR-GAG-like	1
R_cephalotes	Class_I	LTR	Gypsy	chromovirus	CRM	complete	10
R_cephalotes	Class_I	LTR	Gypsy	chromovirus	CRM	degenerate	4
R_cephalotes	Class_I	LTR	Gypsy	chromovirus	CRM	isolated_fragment	2
R_cephalotes	Class_I	LTR	Gypsy	chromovirus	Reina	TR-GAG-like	64
R_cephalotes	Class_I	LTR	Gypsy	chromovirus	Reina	complete	5
R_cephalotes	Class_I	LTR	Gypsy	chromovirus	Reina	degenerate	1
R_cephalotes	Class_I	LTR	Gypsy	chromovirus	Reina	isolated_fragment	53
R_cephalotes	Class_I	LTR	Gypsy	chromovirus	Tekay	TR-GAG-like	3
R_cephalotes	Class_I	LTR	Gypsy	chromovirus	Tekay	complete	1
R_cephalotes	Class_I	LTR	Gypsy	chromovirus	Tekay	degenerate	26
R_cephalotes	Class_I	LTR	Gypsy	chromovirus	Tekay	isolated_fragment	23
R_cephalotes	Class_I	LTR	Gypsy	non-chromovirus|OTA	Athila	TR-GAG-like	11
R_cephalotes	Class_I	LTR	Gypsy	non-chromovirus|OTA	Athila	complete	1
R_cephalotes	Class_I	LTR	Gypsy	non-chromovirus|OTA	Athila	degenerate	127
R_cephalotes	Class_I	LTR	Gypsy	non-chromovirus|OTA	Athila	isolated_fragment	13
R_cephalotes	Class_I	LTR	Gypsy	non-chromovirus|OTA|Tat	Ogre	TR-GAG-like	36
R_cephalotes	Class_I	LTR	Gypsy	non-chromovirus|OTA|Tat	Ogre	degenerate	37
R_cephalotes	Class_I	LTR	Gypsy	non-chromovirus|OTA|Tat	Ogre	isolated_fragment	1
R_colorata	Class_I	LTR	Copia	NA	Ale	TR-GAG-like	210
R_colorata	Class_I	LTR	Copia	NA	Ale	complete	214
R_colorata	Class_I	LTR	Copia	NA	Ale	degenerate	278
R_colorata	Class_I	LTR	Copia	NA	Ale	isolated_fragment	305
R_colorata	Class_I	LTR	Copia	NA	Alesia	TR-GAG-like	58
R_colorata	Class_I	LTR	Copia	NA	Alesia	complete	20
R_colorata	Class_I	LTR	Copia	NA	Alesia	degenerate	17
R_colorata	Class_I	LTR	Copia	NA	Alesia	isolated_fragment	25
R_colorata	Class_I	LTR	Copia	NA	Angela	TR-GAG-like	96
R_colorata	Class_I	LTR	Copia	NA	Angela	complete	12
R_colorata	Class_I	LTR	Copia	NA	Angela	degenerate	156
R_colorata	Class_I	LTR	Copia	NA	Angela	isolated_fragment	1452
R_colorata	Class_I	LTR	Copia	NA	Bianca	TR-GAG-like	6
R_colorata	Class_I	LTR	Copia	NA	Bianca	complete	6
R_colorata	Class_I	LTR	Copia	NA	Bianca	degenerate	320
R_colorata	Class_I	LTR	Copia	NA	Bianca	isolated_fragment	135
R_colorata	Class_I	LTR	Copia	NA	Ikeros	TR-GAG-like	105
R_colorata	Class_I	LTR	Copia	NA	Ikeros	complete	102
R_colorata	Class_I	LTR	Copia	NA	Ikeros	degenerate	132
R_colorata	Class_I	LTR	Copia	NA	Ikeros	isolated_fragment	357
R_colorata	Class_I	LTR	Copia	NA	Ivana	TR-GAG-like	124
R_colorata	Class_I	LTR	Copia	NA	Ivana	complete	53
R_colorata	Class_I	LTR	Copia	NA	Ivana	degenerate	41
R_colorata	Class_I	LTR	Copia	NA	Ivana	isolated_fragment	41
R_colorata	Class_I	LTR	Copia	NA	SIRE	degenerate	45
R_colorata	Class_I	LTR	Copia	NA	SIRE	isolated_fragment	16
R_colorata	Class_I	LTR	Copia	NA	TAR	TR-GAG-like	3
R_colorata	Class_I	LTR	Copia	NA	TAR	degenerate	5
R_colorata	Class_I	LTR	Copia	NA	TAR	isolated_fragment	4
R_colorata	Class_I	LTR	Copia	NA	Tork	TR-GAG-like	28
R_colorata	Class_I	LTR	Copia	NA	Tork	complete	52
R_colorata	Class_I	LTR	Copia	NA	Tork	degenerate	81
R_colorata	Class_I	LTR	Copia	NA	Tork	isolated_fragment	43
R_colorata	Class_I	LTR	Gypsy	chromovirus	CRM	TR-GAG-like	6
R_colorata	Class_I	LTR	Gypsy	chromovirus	CRM	degenerate	83
R_colorata	Class_I	LTR	Gypsy	chromovirus	CRM	isolated_fragment	22
R_colorata	Class_I	LTR	Gypsy	chromovirus	Reina	TR-GAG-like	50
R_colorata	Class_I	LTR	Gypsy	chromovirus	Reina	complete	14
R_colorata	Class_I	LTR	Gypsy	chromovirus	Reina	degenerate	5
R_colorata	Class_I	LTR	Gypsy	chromovirus	Reina	isolated_fragment	57
R_colorata	Class_I	LTR	Gypsy	chromovirus	Tekay	TR-GAG-like	20
R_colorata	Class_I	LTR	Gypsy	chromovirus	Tekay	complete	4
R_colorata	Class_I	LTR	Gypsy	chromovirus	Tekay	degenerate	71
R_colorata	Class_I	LTR	Gypsy	chromovirus	Tekay	isolated_fragment	208
R_colorata	Class_I	LTR	Gypsy	non-chromovirus|OTA	Athila	TR-GAG-like	129
R_colorata	Class_I	LTR	Gypsy	non-chromovirus|OTA	Athila	complete	6
R_colorata	Class_I	LTR	Gypsy	non-chromovirus|OTA	Athila	degenerate	260
R_colorata	Class_I	LTR	Gypsy	non-chromovirus|OTA	Athila	isolated_fragment	150
R_colorata	Class_I	LTR	Gypsy	non-chromovirus|OTA|Tat	Ogre	TR-GAG-like	95
R_colorata	Class_I	LTR	Gypsy	non-chromovirus|OTA|Tat	Ogre	isolated_fragment	170
R_colorata	Class_I	LTR	Gypsy	non-chromovirus|OTA|Tat	Retand	TR-GAG-like	37
R_colorata	Class_I	LTR	Gypsy	non-chromovirus|OTA|Tat	Retand	complete	2
R_colorata	Class_I	LTR	Gypsy	non-chromovirus|OTA|Tat	Retand	degenerate	2
R_colorata	Class_I	LTR	Gypsy	non-chromovirus|OTA|Tat	Retand	isolated_fragment	38
R_corymbosa	Class_I	LTR	Copia	NA	Ale	TR-GAG-like	180
R_corymbosa	Class_I	LTR	Copia	NA	Ale	complete	51
R_corymbosa	Class_I	LTR	Copia	NA	Ale	degenerate	44
R_corymbosa	Class_I	LTR	Copia	NA	Ale	isolated_fragment	94
R_corymbosa	Class_I	LTR	Copia	NA	Alesia	TR-GAG-like	4
R_corymbosa	Class_I	LTR	Copia	NA	Alesia	complete	4
R_corymbosa	Class_I	LTR	Copia	NA	Alesia	degenerate	5
R_corymbosa	Class_I	LTR	Copia	NA	Alesia	isolated_fragment	3
R_corymbosa	Class_I	LTR	Copia	NA	Angela	TR-GAG-like	30
R_corymbosa	Class_I	LTR	Copia	NA	Angela	complete	1
R_corymbosa	Class_I	LTR	Copia	NA	Angela	degenerate	81
R_corymbosa	Class_I	LTR	Copia	NA	Angela	isolated_fragment	79
R_corymbosa	Class_I	LTR	Copia	NA	Bianca	TR-GAG-like	9
R_corymbosa	Class_I	LTR	Copia	NA	Bianca	complete	19
R_corymbosa	Class_I	LTR	Copia	NA	Bianca	degenerate	16
R_corymbosa	Class_I	LTR	Copia	NA	Bianca	isolated_fragment	6
R_corymbosa	Class_I	LTR	Copia	NA	Ikeros	TR-GAG-like	64
R_corymbosa	Class_I	LTR	Copia	NA	Ikeros	complete	122
R_corymbosa	Class_I	LTR	Copia	NA	Ikeros	degenerate	126
R_corymbosa	Class_I	LTR	Copia	NA	Ikeros	isolated_fragment	147
R_corymbosa	Class_I	LTR	Copia	NA	Ivana	TR-GAG-like	24
R_corymbosa	Class_I	LTR	Copia	NA	Ivana	complete	41
R_corymbosa	Class_I	LTR	Copia	NA	Ivana	degenerate	28
R_corymbosa	Class_I	LTR	Copia	NA	Ivana	isolated_fragment	48
R_corymbosa	Class_I	LTR	Copia	NA	SIRE	TR-GAG-like	1
R_corymbosa	Class_I	LTR	Copia	NA	SIRE	degenerate	69
R_corymbosa	Class_I	LTR	Copia	NA	SIRE	isolated_fragment	12
R_corymbosa	Class_I	LTR	Copia	NA	Tork	TR-GAG-like	6
R_corymbosa	Class_I	LTR	Copia	NA	Tork	complete	4
R_corymbosa	Class_I	LTR	Copia	NA	Tork	degenerate	14
R_corymbosa	Class_I	LTR	Copia	NA	Tork	isolated_fragment	10
R_corymbosa	Class_I	LTR	Gypsy	chromovirus	CRM	TR-GAG-like	1
R_corymbosa	Class_I	LTR	Gypsy	chromovirus	CRM	complete	9
R_corymbosa	Class_I	LTR	Gypsy	chromovirus	CRM	degenerate	9
R_corymbosa	Class_I	LTR	Gypsy	chromovirus	Reina	TR-GAG-like	11
R_corymbosa	Class_I	LTR	Gypsy	chromovirus	Reina	complete	1
R_corymbosa	Class_I	LTR	Gypsy	chromovirus	Reina	isolated_fragment	7
R_corymbosa	Class_I	LTR	Gypsy	chromovirus	Tekay	TR-GAG-like	32
R_corymbosa	Class_I	LTR	Gypsy	chromovirus	Tekay	complete	1
R_corymbosa	Class_I	LTR	Gypsy	chromovirus	Tekay	degenerate	39
R_corymbosa	Class_I	LTR	Gypsy	chromovirus	Tekay	isolated_fragment	90
R_corymbosa	Class_I	LTR	Gypsy	non-chromovirus|OTA	Athila	TR-GAG-like	69
R_corymbosa	Class_I	LTR	Gypsy	non-chromovirus|OTA	Athila	degenerate	20
R_corymbosa	Class_I	LTR	Gypsy	non-chromovirus|OTA	Athila	isolated_fragment	77
R_corymbosa	Class_I	LTR	Gypsy	non-chromovirus|OTA|Tat	Ogre	TR-GAG-like	9
R_corymbosa	Class_I	LTR	Gypsy	non-chromovirus|OTA|Tat	Ogre	isolated_fragment	59
R_corymbosa	Class_I	LTR	Gypsy	non-chromovirus|OTA|Tat	Retand	TR-GAG-like	10
R_corymbosa	Class_I	LTR	Gypsy	non-chromovirus|OTA|Tat	Retand	complete	1
R_corymbosa	Class_I	LTR	Gypsy	non-chromovirus|OTA|Tat	Retand	degenerate	1
R_corymbosa	Class_I	LTR	Gypsy	non-chromovirus|OTA|Tat	Retand	isolated_fragment	9
R_filiformis	Class_I	LTR	Copia	NA	Ale	TR-GAG-like	27
R_filiformis	Class_I	LTR	Copia	NA	Ale	complete	67
R_filiformis	Class_I	LTR	Copia	NA	Ale	degenerate	34
R_filiformis	Class_I	LTR	Copia	NA	Ale	isolated_fragment	45
R_filiformis	Class_I	LTR	Copia	NA	Alesia	TR-GAG-like	7
R_filiformis	Class_I	LTR	Copia	NA	Alesia	complete	2
R_filiformis	Class_I	LTR	Copia	NA	Alesia	degenerate	1
R_filiformis	Class_I	LTR	Copia	NA	Angela	TR-GAG-like	11
R_filiformis	Class_I	LTR	Copia	NA	Angela	complete	10
R_filiformis	Class_I	LTR	Copia	NA	Angela	degenerate	16
R_filiformis	Class_I	LTR	Copia	NA	Angela	isolated_fragment	48
R_filiformis	Class_I	LTR	Copia	NA	Bianca	degenerate	23
R_filiformis	Class_I	LTR	Copia	NA	Bianca	isolated_fragment	21
R_filiformis	Class_I	LTR	Copia	NA	Ikeros	TR-GAG-like	24
R_filiformis	Class_I	LTR	Copia	NA	Ikeros	complete	78
R_filiformis	Class_I	LTR	Copia	NA	Ikeros	degenerate	32
R_filiformis	Class_I	LTR	Copia	NA	Ikeros	isolated_fragment	73
R_filiformis	Class_I	LTR	Copia	NA	Ivana	TR-GAG-like	13
R_filiformis	Class_I	LTR	Copia	NA	Ivana	complete	17
R_filiformis	Class_I	LTR	Copia	NA	Ivana	degenerate	3
R_filiformis	Class_I	LTR	Copia	NA	Ivana	isolated_fragment	10
R_filiformis	Class_I	LTR	Copia	NA	SIRE	degenerate	9
R_filiformis	Class_I	LTR	Copia	NA	SIRE	isolated_fragment	1
R_filiformis	Class_I	LTR	Copia	NA	Tork	complete	6
R_filiformis	Class_I	LTR	Copia	NA	Tork	degenerate	3
R_filiformis	Class_I	LTR	Gypsy	chromovirus	CRM	TR-GAG-like	4
R_filiformis	Class_I	LTR	Gypsy	chromovirus	CRM	degenerate	19
R_filiformis	Class_I	LTR	Gypsy	chromovirus	CRM	isolated_fragment	2
R_filiformis	Class_I	LTR	Gypsy	chromovirus	Reina	TR-GAG-like	7
R_filiformis	Class_I	LTR	Gypsy	chromovirus	Reina	complete	6
R_filiformis	Class_I	LTR	Gypsy	chromovirus	Tekay	TR-GAG-like	9
R_filiformis	Class_I	LTR	Gypsy	chromovirus	Tekay	degenerate	14
R_filiformis	Class_I	LTR	Gypsy	chromovirus	Tekay	isolated_fragment	23
R_filiformis	Class_I	LTR	Gypsy	non-chromovirus|OTA	Athila	TR-GAG-like	59
